#    L    TT             EE             TE          
  1499    0.66842E+03    0.10135E+02   -0.56862E+00
  1500    0.66533E+03    0.10223E+02   -0.77225E-01
  1501    0.66222E+03    0.10312E+02    0.40420E+00
  1502    0.65908E+03    0.10404E+02    0.87512E+00
  1503    0.65592E+03    0.10499E+02    0.13356E+01
  1504    0.65275E+03    0.10596E+02    0.17858E+01
  1505    0.64954E+03    0.10696E+02    0.22253E+01
  1506    0.64633E+03    0.10797E+02    0.26541E+01
  1507    0.64309E+03    0.10902E+02    0.30721E+01
  1508    0.63984E+03    0.11008E+02    0.34789E+01
  1509    0.63656E+03    0.11116E+02    0.38747E+01
  1510    0.63328E+03    0.11227E+02    0.42591E+01
  1511    0.62997E+03    0.11340E+02    0.46329E+01
  1512    0.62665E+03    0.11454E+02    0.49937E+01
  1513    0.62332E+03    0.11571E+02    0.53446E+01
  1514    0.61998E+03    0.11690E+02    0.56833E+01
  1515    0.61665E+03    0.11811E+02    0.60112E+01
  1516    0.61328E+03    0.11932E+02    0.63261E+01
  1517    0.60991E+03    0.12056E+02    0.66302E+01
  1518    0.60654E+03    0.12182E+02    0.69235E+01
  1519    0.60315E+03    0.12308E+02    0.72029E+01
  1520    0.59977E+03    0.12437E+02    0.74715E+01
  1521    0.59637E+03    0.12567E+02    0.77285E+01
  1522    0.59296E+03    0.12698E+02    0.79730E+01
  1523    0.58956E+03    0.12830E+02    0.82058E+01
  1524    0.58614E+03    0.12964E+02    0.84262E+01
  1525    0.58273E+03    0.13099E+02    0.86349E+01
  1526    0.57932E+03    0.13235E+02    0.88317E+01
  1527    0.57591E+03    0.13371E+02    0.90153E+01
  1528    0.57249E+03    0.13510E+02    0.91879E+01
  1529    0.56908E+03    0.13649E+02    0.93485E+01
  1530    0.56567E+03    0.13788E+02    0.94966E+01
  1531    0.56226E+03    0.13929E+02    0.96321E+01
  1532    0.55887E+03    0.14070E+02    0.97564E+01
  1533    0.55547E+03    0.14212E+02    0.98695E+01
  1534    0.55208E+03    0.14355E+02    0.99684E+01
  1535    0.54870E+03    0.14498E+02    0.10057E+02
  1536    0.54532E+03    0.14641E+02    0.10132E+02
  1537    0.54196E+03    0.14786E+02    0.10196E+02
  1538    0.53862E+03    0.14931E+02    0.10248E+02
  1539    0.53525E+03    0.15074E+02    0.10289E+02
  1540    0.53191E+03    0.15219E+02    0.10317E+02
  1541    0.52858E+03    0.15364E+02    0.10333E+02
  1542    0.52527E+03    0.15510E+02    0.10339E+02
  1543    0.52196E+03    0.15654E+02    0.10331E+02
  1544    0.51867E+03    0.15800E+02    0.10313E+02
  1545    0.51540E+03    0.15944E+02    0.10283E+02
  1546    0.51213E+03    0.16089E+02    0.10241E+02
  1547    0.50889E+03    0.16233E+02    0.10188E+02
  1548    0.50566E+03    0.16378E+02    0.10124E+02
  1549    0.50246E+03    0.16522E+02    0.10048E+02
  1550    0.49927E+03    0.16665E+02    0.99614E+01
  1551    0.49609E+03    0.16808E+02    0.98629E+01
  1552    0.49295E+03    0.16950E+02    0.97542E+01
  1553    0.48982E+03    0.17093E+02    0.96354E+01
  1554    0.48671E+03    0.17235E+02    0.95048E+01
  1555    0.48361E+03    0.17375E+02    0.93641E+01
  1556    0.48055E+03    0.17515E+02    0.92124E+01
  1557    0.47751E+03    0.17654E+02    0.90505E+01
  1558    0.47449E+03    0.17792E+02    0.88791E+01
  1559    0.47151E+03    0.17929E+02    0.86967E+01
  1560    0.46855E+03    0.18065E+02    0.85040E+01
  1561    0.46559E+03    0.18200E+02    0.83018E+01
  1562    0.46266E+03    0.18334E+02    0.80893E+01
  1563    0.45976E+03    0.18467E+02    0.78680E+01
  1564    0.45690E+03    0.18599E+02    0.76371E+01
  1565    0.45407E+03    0.18729E+02    0.73966E+01
  1566    0.45126E+03    0.18858E+02    0.71480E+01
  1567    0.44847E+03    0.18983E+02    0.68891E+01
  1568    0.44572E+03    0.19110E+02    0.66218E+01
  1569    0.44300E+03    0.19234E+02    0.63458E+01
  1570    0.44032E+03    0.19358E+02    0.60614E+01
  1571    0.43767E+03    0.19481E+02    0.57692E+01
  1572    0.43503E+03    0.19600E+02    0.54680E+01
  1573    0.43243E+03    0.19718E+02    0.51590E+01
  1574    0.42988E+03    0.19834E+02    0.48420E+01
  1575    0.42736E+03    0.19950E+02    0.45174E+01
  1576    0.42486E+03    0.20061E+02    0.41852E+01
  1577    0.42240E+03    0.20171E+02    0.38456E+01
  1578    0.41997E+03    0.20280E+02    0.34990E+01
  1579    0.41759E+03    0.20385E+02    0.31453E+01
  1580    0.41523E+03    0.20491E+02    0.27848E+01
  1581    0.41290E+03    0.20593E+02    0.24177E+01
  1582    0.41062E+03    0.20693E+02    0.20441E+01
  1583    0.40836E+03    0.20790E+02    0.16643E+01
  1584    0.40615E+03    0.20886E+02    0.12783E+01
  1585    0.40396E+03    0.20981E+02    0.88644E+00
  1586    0.40181E+03    0.21071E+02    0.48891E+00
  1587    0.39971E+03    0.21160E+02    0.85652E-01
  1588    0.39764E+03    0.21247E+02   -0.32297E+00
  1589    0.39561E+03    0.21331E+02   -0.73674E+00
  1590    0.39361E+03    0.21412E+02   -0.11555E+01
  1591    0.39166E+03    0.21491E+02   -0.15790E+01
  1592    0.38973E+03    0.21568E+02   -0.20071E+01
  1593    0.38785E+03    0.21642E+02   -0.24397E+01
  1594    0.38600E+03    0.21714E+02   -0.28766E+01
  1595    0.38419E+03    0.21784E+02   -0.33172E+01
  1596    0.38243E+03    0.21850E+02   -0.37618E+01
  1597    0.38070E+03    0.21914E+02   -0.42100E+01
  1598    0.37900E+03    0.21975E+02   -0.46614E+01
  1599    0.37735E+03    0.22034E+02   -0.51162E+01
  1600    0.37573E+03    0.22090E+02   -0.55740E+01
  1601    0.37416E+03    0.22143E+02   -0.60347E+01
  1602    0.37261E+03    0.22193E+02   -0.64979E+01
  1603    0.37111E+03    0.22240E+02   -0.69637E+01
  1604    0.36965E+03    0.22285E+02   -0.74321E+01
  1605    0.36823E+03    0.22327E+02   -0.79018E+01
  1606    0.36684E+03    0.22366E+02   -0.83740E+01
  1607    0.36549E+03    0.22403E+02   -0.88481E+01
  1608    0.36417E+03    0.22437E+02   -0.93225E+01
  1609    0.36291E+03    0.22467E+02   -0.97987E+01
  1610    0.36168E+03    0.22495E+02   -0.10276E+02
  1611    0.36048E+03    0.22520E+02   -0.10754E+02
  1612    0.35933E+03    0.22541E+02   -0.11232E+02
  1613    0.35820E+03    0.22560E+02   -0.11711E+02
  1614    0.35712E+03    0.22577E+02   -0.12190E+02
  1615    0.35607E+03    0.22590E+02   -0.12669E+02
  1616    0.35506E+03    0.22601E+02   -0.13147E+02
  1617    0.35409E+03    0.22609E+02   -0.13625E+02
  1618    0.35315E+03    0.22613E+02   -0.14103E+02
  1619    0.35224E+03    0.22615E+02   -0.14579E+02
  1620    0.35139E+03    0.22614E+02   -0.15055E+02
  1621    0.35056E+03    0.22609E+02   -0.15529E+02
  1622    0.34977E+03    0.22603E+02   -0.16002E+02
  1623    0.34901E+03    0.22593E+02   -0.16474E+02
  1624    0.34829E+03    0.22581E+02   -0.16943E+02
  1625    0.34761E+03    0.22565E+02   -0.17410E+02
  1626    0.34696E+03    0.22547E+02   -0.17876E+02
  1627    0.34634E+03    0.22525E+02   -0.18339E+02
  1628    0.34575E+03    0.22502E+02   -0.18799E+02
  1629    0.34520E+03    0.22475E+02   -0.19256E+02
  1630    0.34469E+03    0.22446E+02   -0.19711E+02
  1631    0.34419E+03    0.22413E+02   -0.20163E+02
  1632    0.34375E+03    0.22377E+02   -0.20611E+02
  1633    0.34333E+03    0.22339E+02   -0.21056E+02
  1634    0.34296E+03    0.22298E+02   -0.21498E+02
  1635    0.34260E+03    0.22255E+02   -0.21935E+02
  1636    0.34228E+03    0.22208E+02   -0.22369E+02
  1637    0.34199E+03    0.22159E+02   -0.22799E+02
  1638    0.34172E+03    0.22107E+02   -0.23224E+02
  1639    0.34150E+03    0.22052E+02   -0.23645E+02
  1640    0.34130E+03    0.21995E+02   -0.24063E+02
  1641    0.34112E+03    0.21935E+02   -0.24475E+02
  1642    0.34097E+03    0.21872E+02   -0.24881E+02
  1643    0.34086E+03    0.21808E+02   -0.25283E+02
  1644    0.34076E+03    0.21739E+02   -0.25682E+02
  1645    0.34069E+03    0.21669E+02   -0.26074E+02
  1646    0.34065E+03    0.21596E+02   -0.26461E+02
  1647    0.34064E+03    0.21521E+02   -0.26841E+02
  1648    0.34066E+03    0.21443E+02   -0.27217E+02
  1649    0.34070E+03    0.21363E+02   -0.27588E+02
  1650    0.34076E+03    0.21279E+02   -0.27951E+02
  1651    0.34085E+03    0.21194E+02   -0.28310E+02
  1652    0.34096E+03    0.21105E+02   -0.28662E+02
  1653    0.34109E+03    0.21015E+02   -0.29007E+02
  1654    0.34125E+03    0.20924E+02   -0.29348E+02
  1655    0.34143E+03    0.20830E+02   -0.29680E+02
  1656    0.34163E+03    0.20733E+02   -0.30006E+02
  1657    0.34184E+03    0.20634E+02   -0.30326E+02
  1658    0.34209E+03    0.20532E+02   -0.30639E+02
  1659    0.34235E+03    0.20429E+02   -0.30945E+02
  1660    0.34262E+03    0.20324E+02   -0.31244E+02
  1661    0.34292E+03    0.20216E+02   -0.31537E+02
  1662    0.34323E+03    0.20107E+02   -0.31823E+02
  1663    0.34357E+03    0.19996E+02   -0.32100E+02
  1664    0.34391E+03    0.19883E+02   -0.32370E+02
  1665    0.34427E+03    0.19768E+02   -0.32634E+02
  1666    0.34466E+03    0.19651E+02   -0.32891E+02
  1667    0.34505E+03    0.19533E+02   -0.33138E+02
  1668    0.34546E+03    0.19413E+02   -0.33380E+02
  1669    0.34588E+03    0.19291E+02   -0.33612E+02
  1670    0.34631E+03    0.19168E+02   -0.33837E+02
  1671    0.34677E+03    0.19043E+02   -0.34055E+02
  1672    0.34723E+03    0.18916E+02   -0.34265E+02
  1673    0.34769E+03    0.18788E+02   -0.34467E+02
  1674    0.34818E+03    0.18659E+02   -0.34661E+02
  1675    0.34866E+03    0.18528E+02   -0.34847E+02
  1676    0.34917E+03    0.18395E+02   -0.35025E+02
  1677    0.34968E+03    0.18262E+02   -0.35195E+02
  1678    0.35019E+03    0.18127E+02   -0.35356E+02
  1679    0.35072E+03    0.17991E+02   -0.35510E+02
  1680    0.35125E+03    0.17854E+02   -0.35655E+02
  1681    0.35179E+03    0.17715E+02   -0.35792E+02
  1682    0.35233E+03    0.17576E+02   -0.35922E+02
  1683    0.35289E+03    0.17436E+02   -0.36043E+02
  1684    0.35344E+03    0.17294E+02   -0.36156E+02
  1685    0.35401E+03    0.17152E+02   -0.36261E+02
  1686    0.35457E+03    0.17010E+02   -0.36356E+02
  1687    0.35513E+03    0.16865E+02   -0.36444E+02
  1688    0.35571E+03    0.16721E+02   -0.36524E+02
  1689    0.35627E+03    0.16576E+02   -0.36595E+02
  1690    0.35684E+03    0.16430E+02   -0.36658E+02
  1691    0.35742E+03    0.16284E+02   -0.36713E+02
  1692    0.35799E+03    0.16136E+02   -0.36760E+02
  1693    0.35856E+03    0.15988E+02   -0.36798E+02
  1694    0.35913E+03    0.15841E+02   -0.36829E+02
  1695    0.35971E+03    0.15691E+02   -0.36850E+02
  1696    0.36028E+03    0.15543E+02   -0.36865E+02
  1697    0.36083E+03    0.15393E+02   -0.36871E+02
  1698    0.36140E+03    0.15243E+02   -0.36869E+02
  1699    0.36196E+03    0.15093E+02   -0.36858E+02
  1700    0.36252E+03    0.14942E+02   -0.36840E+02
  1701    0.36306E+03    0.14792E+02   -0.36813E+02
  1702    0.36362E+03    0.14642E+02   -0.36779E+02
  1703    0.36416E+03    0.14492E+02   -0.36738E+02
  1704    0.36469E+03    0.14341E+02   -0.36688E+02
  1705    0.36522E+03    0.14191E+02   -0.36630E+02
  1706    0.36574E+03    0.14039E+02   -0.36565E+02
  1707    0.36626E+03    0.13888E+02   -0.36493E+02
  1708    0.36677E+03    0.13738E+02   -0.36413E+02
  1709    0.36727E+03    0.13588E+02   -0.36325E+02
  1710    0.36776E+03    0.13440E+02   -0.36230E+02
  1711    0.36823E+03    0.13291E+02   -0.36127E+02
  1712    0.36871E+03    0.13142E+02   -0.36017E+02
  1713    0.36917E+03    0.12994E+02   -0.35900E+02
  1714    0.36961E+03    0.12846E+02   -0.35775E+02
  1715    0.37004E+03    0.12699E+02   -0.35645E+02
  1716    0.37048E+03    0.12552E+02   -0.35506E+02
  1717    0.37089E+03    0.12406E+02   -0.35362E+02
  1718    0.37128E+03    0.12261E+02   -0.35210E+02
  1719    0.37167E+03    0.12116E+02   -0.35052E+02
  1720    0.37205E+03    0.11973E+02   -0.34887E+02
  1721    0.37241E+03    0.11830E+02   -0.34716E+02
  1722    0.37277E+03    0.11688E+02   -0.34539E+02
  1723    0.37310E+03    0.11546E+02   -0.34355E+02
  1724    0.37342E+03    0.11407E+02   -0.34165E+02
  1725    0.37372E+03    0.11267E+02   -0.33969E+02
  1726    0.37401E+03    0.11129E+02   -0.33767E+02
  1727    0.37428E+03    0.10992E+02   -0.33560E+02
  1728    0.37453E+03    0.10857E+02   -0.33347E+02
  1729    0.37478E+03    0.10723E+02   -0.33128E+02
  1730    0.37500E+03    0.10589E+02   -0.32902E+02
  1731    0.37520E+03    0.10456E+02   -0.32673E+02
  1732    0.37539E+03    0.10325E+02   -0.32437E+02
  1733    0.37556E+03    0.10196E+02   -0.32197E+02
  1734    0.37572E+03    0.10067E+02   -0.31952E+02
  1735    0.37585E+03    0.99406E+01   -0.31701E+02
  1736    0.37597E+03    0.98145E+01   -0.31446E+02
  1737    0.37606E+03    0.96912E+01   -0.31186E+02
  1738    0.37614E+03    0.95684E+01   -0.30921E+02
  1739    0.37621E+03    0.94477E+01   -0.30653E+02
  1740    0.37625E+03    0.93284E+01   -0.30380E+02
  1741    0.37628E+03    0.92104E+01   -0.30102E+02
  1742    0.37628E+03    0.90944E+01   -0.29821E+02
  1743    0.37627E+03    0.89798E+01   -0.29536E+02
  1744    0.37624E+03    0.88674E+01   -0.29247E+02
  1745    0.37618E+03    0.87555E+01   -0.28954E+02
  1746    0.37611E+03    0.86466E+01   -0.28658E+02
  1747    0.37602E+03    0.85398E+01   -0.28358E+02
  1748    0.37590E+03    0.84351E+01   -0.28056E+02
  1749    0.37576E+03    0.83311E+01   -0.27748E+02
  1750    0.37560E+03    0.82292E+01   -0.27440E+02
  1751    0.37542E+03    0.81288E+01   -0.27128E+02
  1752    0.37523E+03    0.80299E+01   -0.26812E+02
  1753    0.37501E+03    0.79323E+01   -0.26496E+02
  1754    0.37478E+03    0.78378E+01   -0.26176E+02
  1755    0.37452E+03    0.77459E+01   -0.25853E+02
  1756    0.37425E+03    0.76550E+01   -0.25529E+02
  1757    0.37395E+03    0.75662E+01   -0.25202E+02
  1758    0.37362E+03    0.74794E+01   -0.24875E+02
  1759    0.37329E+03    0.73946E+01   -0.24545E+02
  1760    0.37292E+03    0.73120E+01   -0.24213E+02
  1761    0.37254E+03    0.72315E+01   -0.23881E+02
  1762    0.37213E+03    0.71530E+01   -0.23546E+02
  1763    0.37171E+03    0.70767E+01   -0.23211E+02
  1764    0.37127E+03    0.70027E+01   -0.22875E+02
  1765    0.37080E+03    0.69306E+01   -0.22537E+02
  1766    0.37032E+03    0.68606E+01   -0.22200E+02
  1767    0.36981E+03    0.67926E+01   -0.21861E+02
  1768    0.36928E+03    0.67270E+01   -0.21522E+02
  1769    0.36874E+03    0.66635E+01   -0.21183E+02
  1770    0.36817E+03    0.66020E+01   -0.20843E+02
  1771    0.36758E+03    0.65428E+01   -0.20504E+02
  1772    0.36698E+03    0.64857E+01   -0.20166E+02
  1773    0.36634E+03    0.64307E+01   -0.19826E+02
  1774    0.36570E+03    0.63780E+01   -0.19488E+02
  1775    0.36503E+03    0.63275E+01   -0.19150E+02
  1776    0.36435E+03    0.62791E+01   -0.18812E+02
  1777    0.36363E+03    0.62330E+01   -0.18477E+02
  1778    0.36291E+03    0.61890E+01   -0.18141E+02
  1779    0.36216E+03    0.61472E+01   -0.17807E+02
  1780    0.36140E+03    0.61077E+01   -0.17474E+02
  1781    0.36062E+03    0.60702E+01   -0.17142E+02
  1782    0.35981E+03    0.60351E+01   -0.16812E+02
  1783    0.35898E+03    0.60021E+01   -0.16484E+02
  1784    0.35816E+03    0.59712E+01   -0.16156E+02
  1785    0.35730E+03    0.59425E+01   -0.15831E+02
  1786    0.35642E+03    0.59161E+01   -0.15508E+02
  1787    0.35554E+03    0.58919E+01   -0.15186E+02
  1788    0.35463E+03    0.58697E+01   -0.14868E+02
  1789    0.35371E+03    0.58498E+01   -0.14551E+02
  1790    0.35276E+03    0.58320E+01   -0.14237E+02
  1791    0.35180E+03    0.58163E+01   -0.13926E+02
  1792    0.35083E+03    0.58028E+01   -0.13617E+02
  1793    0.34983E+03    0.57914E+01   -0.13311E+02
  1794    0.34883E+03    0.57821E+01   -0.13008E+02
  1795    0.34781E+03    0.57751E+01   -0.12708E+02
  1796    0.34675E+03    0.57700E+01   -0.12410E+02
  1797    0.34571E+03    0.57670E+01   -0.12117E+02
  1798    0.34464E+03    0.57661E+01   -0.11825E+02
  1799    0.34356E+03    0.57674E+01   -0.11538E+02
  1800    0.34246E+03    0.57707E+01   -0.11254E+02
  1801    0.34136E+03    0.57759E+01   -0.10974E+02
  1802    0.34025E+03    0.57832E+01   -0.10697E+02
  1803    0.33912E+03    0.57925E+01   -0.10425E+02
  1804    0.33796E+03    0.58037E+01   -0.10155E+02
  1805    0.33680E+03    0.58170E+01   -0.98898E+01
  1806    0.33563E+03    0.58322E+01   -0.96285E+01
  1807    0.33445E+03    0.58494E+01   -0.93715E+01
  1808    0.33325E+03    0.58682E+01   -0.91185E+01
  1809    0.33205E+03    0.58888E+01   -0.88699E+01
  1810    0.33084E+03    0.59114E+01   -0.86257E+01
  1811    0.32960E+03    0.59358E+01   -0.83859E+01
  1812    0.32836E+03    0.59620E+01   -0.81507E+01
  1813    0.32712E+03    0.59899E+01   -0.79201E+01
  1814    0.32586E+03    0.60195E+01   -0.76942E+01
  1815    0.32460E+03    0.60508E+01   -0.74730E+01
  1816    0.32333E+03    0.60837E+01   -0.72567E+01
  1817    0.32205E+03    0.61183E+01   -0.70452E+01
  1818    0.32075E+03    0.61545E+01   -0.68386E+01
  1819    0.31944E+03    0.61924E+01   -0.66371E+01
  1820    0.31813E+03    0.62316E+01   -0.64407E+01
  1821    0.31683E+03    0.62724E+01   -0.62493E+01
  1822    0.31551E+03    0.63147E+01   -0.60632E+01
  1823    0.31421E+03    0.63585E+01   -0.58822E+01
  1824    0.31288E+03    0.64035E+01   -0.57065E+01
  1825    0.31155E+03    0.64497E+01   -0.55362E+01
  1826    0.31021E+03    0.64982E+01   -0.53712E+01
  1827    0.30888E+03    0.65476E+01   -0.52116E+01
  1828    0.30753E+03    0.65982E+01   -0.50575E+01
  1829    0.30618E+03    0.66493E+01   -0.49088E+01
  1830    0.30483E+03    0.67030E+01   -0.47656E+01
  1831    0.30348E+03    0.67572E+01   -0.46279E+01
  1832    0.30212E+03    0.68127E+01   -0.44959E+01
  1833    0.30077E+03    0.68693E+01   -0.43693E+01
  1834    0.29941E+03    0.69264E+01   -0.42486E+01
  1835    0.29805E+03    0.69854E+01   -0.41332E+01
  1836    0.29668E+03    0.70464E+01   -0.40237E+01
  1837    0.29532E+03    0.71063E+01   -0.39199E+01
  1838    0.29396E+03    0.71682E+01   -0.38218E+01
  1839    0.29259E+03    0.72314E+01   -0.37293E+01
  1840    0.29124E+03    0.72942E+01   -0.36426E+01
  1841    0.28988E+03    0.73591E+01   -0.35616E+01
  1842    0.28852E+03    0.74243E+01   -0.34864E+01
  1843    0.28716E+03    0.74901E+01   -0.34169E+01
  1844    0.28581E+03    0.75571E+01   -0.33531E+01
  1845    0.28448E+03    0.76246E+01   -0.32951E+01
  1846    0.28312E+03    0.76933E+01   -0.32427E+01
  1847    0.28178E+03    0.77624E+01   -0.31963E+01
  1848    0.28043E+03    0.78321E+01   -0.31554E+01
  1849    0.27909E+03    0.79022E+01   -0.31202E+01
  1850    0.27776E+03    0.79728E+01   -0.30907E+01
  1851    0.27641E+03    0.80447E+01   -0.30669E+01
  1852    0.27510E+03    0.81178E+01   -0.30488E+01
  1853    0.27377E+03    0.81898E+01   -0.30362E+01
  1854    0.27245E+03    0.82624E+01   -0.30294E+01
  1855    0.27114E+03    0.83346E+01   -0.30281E+01
  1856    0.26984E+03    0.84080E+01   -0.30322E+01
  1857    0.26854E+03    0.84827E+01   -0.30419E+01
  1858    0.26725E+03    0.85562E+01   -0.30570E+01
  1859    0.26597E+03    0.86310E+01   -0.30778E+01
  1860    0.26469E+03    0.87046E+01   -0.31037E+01
  1861    0.26343E+03    0.87795E+01   -0.31352E+01
  1862    0.26217E+03    0.88540E+01   -0.31718E+01
  1863    0.26091E+03    0.89289E+01   -0.32137E+01
  1864    0.25968E+03    0.90049E+01   -0.32609E+01
  1865    0.25844E+03    0.90798E+01   -0.33132E+01
  1866    0.25722E+03    0.91544E+01   -0.33707E+01
  1867    0.25600E+03    0.92293E+01   -0.34331E+01
  1868    0.25480E+03    0.93039E+01   -0.35006E+01
  1869    0.25360E+03    0.93780E+01   -0.35730E+01
  1870    0.25242E+03    0.94525E+01   -0.36504E+01
  1871    0.25124E+03    0.95274E+01   -0.37325E+01
  1872    0.25009E+03    0.96011E+01   -0.38196E+01
  1873    0.24893E+03    0.96751E+01   -0.39113E+01
  1874    0.24780E+03    0.97480E+01   -0.40077E+01
  1875    0.24667E+03    0.98211E+01   -0.41087E+01
  1876    0.24555E+03    0.98938E+01   -0.42141E+01
  1877    0.24445E+03    0.99661E+01   -0.43241E+01
  1878    0.24335E+03    0.10037E+02   -0.44384E+01
  1879    0.24227E+03    0.10108E+02   -0.45570E+01
  1880    0.24121E+03    0.10178E+02   -0.46799E+01
  1881    0.24016E+03    0.10248E+02   -0.48069E+01
  1882    0.23911E+03    0.10318E+02   -0.49380E+01
  1883    0.23809E+03    0.10386E+02   -0.50731E+01
  1884    0.23708E+03    0.10454E+02   -0.52121E+01
  1885    0.23608E+03    0.10521E+02   -0.53551E+01
  1886    0.23509E+03    0.10589E+02   -0.55018E+01
  1887    0.23412E+03    0.10655E+02   -0.56523E+01
  1888    0.23317E+03    0.10719E+02   -0.58063E+01
  1889    0.23222E+03    0.10783E+02   -0.59640E+01
  1890    0.23129E+03    0.10847E+02   -0.61251E+01
  1891    0.23038E+03    0.10910E+02   -0.62896E+01
  1892    0.22948E+03    0.10972E+02   -0.64575E+01
  1893    0.22860E+03    0.11033E+02   -0.66285E+01
  1894    0.22773E+03    0.11093E+02   -0.68025E+01
  1895    0.22687E+03    0.11152E+02   -0.69797E+01
  1896    0.22603E+03    0.11210E+02   -0.71598E+01
  1897    0.22521E+03    0.11267E+02   -0.73429E+01
  1898    0.22440E+03    0.11323E+02   -0.75289E+01
  1899    0.22361E+03    0.11378E+02   -0.77174E+01
  1900    0.22283E+03    0.11432E+02   -0.79088E+01
  1901    0.22206E+03    0.11484E+02   -0.81028E+01
  1902    0.22132E+03    0.11536E+02   -0.82991E+01
  1903    0.22058E+03    0.11586E+02   -0.84976E+01
  1904    0.21988E+03    0.11636E+02   -0.86978E+01
  1905    0.21917E+03    0.11683E+02   -0.89010E+01
  1906    0.21848E+03    0.11730E+02   -0.91064E+01
  1907    0.21782E+03    0.11776E+02   -0.93125E+01
  1908    0.21716E+03    0.11821E+02   -0.95216E+01
  1909    0.21652E+03    0.11864E+02   -0.97313E+01
  1910    0.21590E+03    0.11906E+02   -0.99433E+01
  1911    0.21529E+03    0.11947E+02   -0.10157E+02
  1912    0.21470E+03    0.11986E+02   -0.10372E+02
  1913    0.21414E+03    0.12024E+02   -0.10587E+02
  1914    0.21358E+03    0.12061E+02   -0.10804E+02
  1915    0.21304E+03    0.12096E+02   -0.11022E+02
  1916    0.21251E+03    0.12130E+02   -0.11241E+02
  1917    0.21200E+03    0.12162E+02   -0.11462E+02
  1918    0.21151E+03    0.12194E+02   -0.11683E+02
  1919    0.21103E+03    0.12223E+02   -0.11905E+02
  1920    0.21057E+03    0.12251E+02   -0.12127E+02
  1921    0.21012E+03    0.12278E+02   -0.12350E+02
  1922    0.20970E+03    0.12303E+02   -0.12573E+02
  1923    0.20928E+03    0.12327E+02   -0.12795E+02
  1924    0.20887E+03    0.12350E+02   -0.13019E+02
  1925    0.20850E+03    0.12370E+02   -0.13243E+02
  1926    0.20812E+03    0.12390E+02   -0.13466E+02
  1927    0.20776E+03    0.12409E+02   -0.13691E+02
  1928    0.20743E+03    0.12426E+02   -0.13912E+02
  1929    0.20710E+03    0.12441E+02   -0.14136E+02
  1930    0.20679E+03    0.12454E+02   -0.14358E+02
  1931    0.20650E+03    0.12466E+02   -0.14580E+02
  1932    0.20623E+03    0.12477E+02   -0.14801E+02
  1933    0.20596E+03    0.12486E+02   -0.15022E+02
  1934    0.20571E+03    0.12493E+02   -0.15242E+02
  1935    0.20548E+03    0.12499E+02   -0.15461E+02
  1936    0.20526E+03    0.12504E+02   -0.15679E+02
  1937    0.20505E+03    0.12505E+02   -0.15895E+02
  1938    0.20486E+03    0.12507E+02   -0.16111E+02
  1939    0.20468E+03    0.12506E+02   -0.16325E+02
  1940    0.20451E+03    0.12505E+02   -0.16539E+02
  1941    0.20437E+03    0.12501E+02   -0.16750E+02
  1942    0.20422E+03    0.12496E+02   -0.16960E+02
  1943    0.20410E+03    0.12490E+02   -0.17170E+02
  1944    0.20399E+03    0.12481E+02   -0.17376E+02
  1945    0.20389E+03    0.12472E+02   -0.17581E+02
  1946    0.20380E+03    0.12461E+02   -0.17785E+02
  1947    0.20372E+03    0.12449E+02   -0.17986E+02
  1948    0.20366E+03    0.12435E+02   -0.18186E+02
  1949    0.20361E+03    0.12418E+02   -0.18383E+02
  1950    0.20357E+03    0.12401E+02   -0.18579E+02
  1951    0.20355E+03    0.12383E+02   -0.18771E+02
  1952    0.20353E+03    0.12362E+02   -0.18962E+02
  1953    0.20353E+03    0.12340E+02   -0.19151E+02
  1954    0.20354E+03    0.12317E+02   -0.19336E+02
  1955    0.20355E+03    0.12292E+02   -0.19521E+02
  1956    0.20358E+03    0.12266E+02   -0.19701E+02
  1957    0.20365E+03    0.12237E+02   -0.19880E+02
  1958    0.20367E+03    0.12208E+02   -0.20055E+02
  1959    0.20373E+03    0.12177E+02   -0.20228E+02
  1960    0.20380E+03    0.12146E+02   -0.20399E+02
  1961    0.20387E+03    0.12112E+02   -0.20566E+02
  1962    0.20396E+03    0.12078E+02   -0.20729E+02
  1963    0.20405E+03    0.12042E+02   -0.20890E+02
  1964    0.20416E+03    0.12004E+02   -0.21047E+02
  1965    0.20427E+03    0.11965E+02   -0.21202E+02
  1966    0.20439E+03    0.11924E+02   -0.21353E+02
  1967    0.20453E+03    0.11883E+02   -0.21501E+02
  1968    0.20465E+03    0.11840E+02   -0.21646E+02
  1969    0.20480E+03    0.11795E+02   -0.21787E+02
  1970    0.20495E+03    0.11752E+02   -0.21925E+02
  1971    0.20510E+03    0.11705E+02   -0.22059E+02
  1972    0.20526E+03    0.11657E+02   -0.22189E+02
  1973    0.20543E+03    0.11609E+02   -0.22316E+02
  1974    0.20562E+03    0.11558E+02   -0.22440E+02
  1975    0.20579E+03    0.11507E+02   -0.22560E+02
  1976    0.20598E+03    0.11454E+02   -0.22675E+02
  1977    0.20617E+03    0.11401E+02   -0.22788E+02
  1978    0.20636E+03    0.11346E+02   -0.22895E+02
  1979    0.20657E+03    0.11291E+02   -0.23000E+02
  1980    0.20678E+03    0.11234E+02   -0.23100E+02
  1981    0.20698E+03    0.11176E+02   -0.23196E+02
  1982    0.20719E+03    0.11117E+02   -0.23289E+02
  1983    0.20741E+03    0.11057E+02   -0.23378E+02
