                         isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   isw_bin0                euc1bincatz0e+00_bin0   isw_bin0               
 lvals                   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz2e-01_bin0  
                     +51 +1.0253128725873627e-14 +7.6437029443525187e-07 +7.6325264113704306e-07 +7.5888012914772018e-07 +7.5362630242953082e-07 +7.4379532182837985e-07 +7.1917352202171021e-07 +6.9130690487130193e-07 +6.6864243848645953e-07 +8.0573622128081418e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.0527896202003999e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.0346343454747661e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.0122397600075304e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.9684215349477075e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.8442502592761349e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.6587455797449055e-11 +0.0000000000000000e+00 +7.3515609334243808e-11
                     +52 +9.4160271843788610e-15 +7.5476692835084269e-07 +7.5366308231956922e-07 +7.4933177832233748e-07 +7.4413001147537672e-07 +7.3439365449518866e-07 +7.0997728487625437e-07 +6.8224912852185162e-07 +6.5936879036683574e-07 +7.6649929496385728e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.6606434470202280e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.6433739411337436e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.6220719541687190e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.5803915551088459e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.4622784112126996e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.2858242289682283e-11 +0.0000000000000000e+00 +6.9936266644565470e-11
                     +53 +8.6589323259866505e-15 +7.4524432179356762e-07 +7.4414981190481876e-07 +7.3986565115996209e-07 +7.3471699612527063e-07 +7.2507588895457081e-07 +7.0087703261326058e-07 +6.7329616801899381e-07 +6.5024794904088746e-07 +7.2967083607827201e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.2925663002210328e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.2761204337556174e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.2558344084704981e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.2161418844533405e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.1036619440836396e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.9356234409827970e-11 +0.0000000000000000e+00 +6.6573617374306074e-11
                     +54 +7.9747438940110918e-15 +7.3581219748433873e-07 +7.3472944686051858e-07 +7.3049095079316909e-07 +7.2539229257626824e-07 +7.1585232101616557e-07 +6.9186709437443817e-07 +6.6446833167371672e-07 +6.4127887774803135e-07 +6.9498868117511512e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.9459389064419716e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.9302639247351638e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.9109287880966200e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.8730968143800394e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.7658892670376413e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.6057274131344719e-11 +0.0000000000000000e+00 +6.3405089692137477e-11
                     +55 +7.2900428209310072e-15 +7.2647994114781564e-07 +7.2540901239459861e-07 +7.2121679641377509e-07 +7.1617591823185940e-07 +7.0673059011747378e-07 +6.8296858700561947e-07 +6.5573788530196801e-07 +6.3246381609052443e-07 +6.6231154436992546e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.6193500636109992e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.6043997901418301e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.5859585832736648e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.5498757116301536e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.4476247373893784e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.2948677160436351e-11 +0.0000000000000000e+00 +6.0419112316376966e-11
                     +56 +6.7297087698646919e-15 +7.1725493390596547e-07 +7.1619586864698871e-07 +7.1204926546320072e-07 +7.0706297402792522e-07 +6.9771696061045962e-07 +6.7418982428884107e-07 +6.4714883528734315e-07 +6.2380371745886379e-07 +6.3154969438260401e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.3119037151241746e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.2976369610459450e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.2800388773830342e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.2456056974659001e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.1480295891250869e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.0022565461264619e-11 +0.0000000000000000e+00 +5.7608651118523639e-11
                     +57 +6.2188421587115830e-15 +7.0814233136563868e-07 +7.0709513610990465e-07 +7.0299464285611719e-07 +6.9806283618675500e-07 +6.8881635518552373e-07 +6.6551270667635555e-07 +6.3868473916547226e-07 +6.1529704800980911e-07 +6.0259811463698524e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.0225505114642352e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.0089293287921624e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.9921275593822109e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.9592524827488215e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.8660916986733393e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.7269148938822749e-11 +0.0000000000000000e+00 +5.4964464352762664e-11
                     +58 +5.7533425083246173e-15 +6.9914410691963851e-07 +6.9810875893771983e-07 +6.9405431817186419e-07 +6.8917719247018541e-07 +6.8003097825607488e-07 +6.5696175614920643e-07 +6.3034394767738219e-07 +6.0694319974661578e-07 +5.7531228230477384e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.7498458301890121e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.7368346764020758e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.7207853794395054e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.6893826232962102e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.6003940737921492e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.4674503453137371e-11 +0.0000000000000000e+00 +5.2473034880141169e-11
                     +59 +5.3295069899433596e-15 +6.9027549775511244e-07 +6.8925141074584569e-07 +6.8524120240262735e-07 +6.8041859090339533e-07 +6.7137367762303631e-07 +6.4853900097040778e-07 +6.2213914718739245e-07 +5.9874526259314419e-07 +5.4950107827089098e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.4918795830627919e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.4794472947150244e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.4641120299963845e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.4341063805604378e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.3490769262014621e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.2220478561023773e-11 +0.0000000000000000e+00 +5.0116953190697807e-11
                     +60 +4.9426835856587038e-15 +6.8153275298591487e-07 +6.8052154582521327e-07 +6.7655862889249179e-07 +6.7179026919187269e-07 +6.6284329134889642e-07 +6.4024366482041782e-07 +6.1406677880968690e-07 +5.9070149022750058e-07 +5.2503300560770654e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.2473380012421235e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.2354581811525825e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.2208043876765283e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.1921321346690666e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.1108812344453792e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.9894971049347484e-11 +0.0000000000000000e+00 +4.7884922516508640e-11
                     +61 +4.5888143951045427e-15 +6.7292011858454683e-07 +6.7191993288678406e-07 +6.6800272796226124e-07 +6.6328801291406491e-07 +6.5444032334848998e-07 +6.3207701522754863e-07 +6.0612666186883256e-07 +5.8280868813542598e-07 +5.0259417620331488e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.0230793069557524e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.0117140569152995e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.9976949871279435e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.9702646622411350e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.8925331149538918e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7709485587489497e-11 +0.0000000000000000e+00 +4.5788094619927727e-11
                     +62 +4.2654898974105237e-15 +6.6444004351500634e-07 +6.6345138898926982e-07 +6.5957869276327272e-07 +6.5491761793073052e-07 +6.4616868979994170e-07 +6.2404043541805249e-07 +5.9831951535925750e-07 +5.7506397798589668e-07 +4.8099366042242417e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.8072034399995373e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7963515335152706e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7829656745339589e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7567743175954557e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.6825537347630114e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5716724914280379e-11 +0.0000000000000000e+00 +4.3880597890234074e-11
                     +63 +3.9699596210526990e-15 +6.5604115534458057e-07 +6.5506149671022481e-07 +6.5128512769558235e-07 +6.4667710784273558e-07 +6.3802541373835019e-07 +6.1613179430070077e-07 +5.9064395907122987e-07 +5.6745939753964189e-07 +4.6061527543088937e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.6035419910056932e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5931760719135565e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5803896798284163e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5553712660288165e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.4844745477675358e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.3785589652002795e-11 +0.0000000000000000e+00 +4.2031690998180490e-11
                     +64 +3.6989186803730823e-15 +6.4787874384912940e-07 +6.4691275744519608e-07 +6.4312839226045470e-07 +6.3857269437092130e-07 +6.3001769882078852e-07 +6.0835490522087938e-07 +5.8309887284213690e-07 +5.6000072147672688e-07 +4.4130072494009429e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.4105126577396218e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.4006079929630838e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.3883905594505227e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.3644853948700037e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.2967433816540523e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.1955407453401392e-11 +0.0000000000000000e+00 +4.0279552368701963e-11
                     +65 +3.4492932826072069e-15 +6.3981205808958465e-07 +6.3885718577916512e-07 +6.3511615025302854e-07 +6.3061214264974007e-07 +6.2215267311631806e-07 +6.0072034271309863e-07 +5.7569925851081085e-07 +5.5268595760225981e-07 +4.2298675196371679e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.2274833015154664e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.2180168699484499e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.2063399984055337e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.1834925210092333e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.1187477621719540e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0220228499530986e-11 +0.0000000000000000e+00 +3.8618521845800375e-11
                     +66 +3.2189456895574036e-15 +6.3187417971071535e-07 +6.3093004932212908e-07 +6.2723918862015281e-07 +6.2278626235502849e-07 +6.1442127746650953e-07 +5.9321842381348421e-07 +5.6843006510625503e-07 +5.4553260426250431e-07 +4.0561843839013332e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0539048854286251e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0448542385509216e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0336902386610881e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0118462683649522e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.9499452293863060e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8574686696000029e-11 +0.0000000000000000e+00 +3.7043330215792621e-11
                     +67 +3.0071019319767615e-15 +6.2408139454710392e-07 +6.2314829763731286e-07 +6.1949219252623585e-07 +6.1508961806547827e-07 +6.0681785502332658e-07 +5.8584100617539750e-07 +5.6128642988991773e-07 +5.3849894770257593e-07 +3.8915056816817315e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8893251284405862e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8806673391856806e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8699879303440720e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8490921320801505e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7898780054681181e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7014155368216649e-11 +0.0000000000000000e+00 +3.5549269834737309e-11
                     +68 +2.8119094147594590e-15 +6.1642472908967396e-07 +6.1550225709418075e-07 +6.1188787152186268e-07 +6.0753471840435802e-07 +5.9935456069047093e-07 +5.7860067426710990e-07 +5.5427814296297126e-07 +5.3160326802313694e-07 +3.7352893419040556e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7332023045990156e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7249158161917832e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7146944080520548e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.6946947539861108e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.6380201042263819e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5533514666178706e-11 +0.0000000000000000e+00 +3.4131452703971815e-11
                     +69 +2.6318420290049358e-15 +6.0890817019886449e-07 +6.0799615404977289e-07 +6.0442227497902080e-07 +6.0011839326127451e-07 +5.9203019446072679e-07 +5.7149585580326215e-07 +5.4740224503589867e-07 +5.2485138607554972e-07 +3.5871369736950753e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5851380653989981e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5772014892858019e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5674116990033207e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5482565673080326e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4939751094211907e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4128817615810697e-11 +0.0000000000000000e+00 +3.2785960312255652e-11
                     +70 +2.4648633469825547e-15 +6.0152580682738421e-07 +6.0062399858880197e-07 +5.9709029297191462e-07 +5.9283397873730245e-07 +5.8483345271616996e-07 +5.6451670167291111e-07 +5.4065123001480844e-07 +5.1822552291748386e-07 +3.4464006400048754e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4444849987821944e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4368790308650173e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4274970467773591e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4091398465129379e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.3571195519555999e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2794042509023805e-11 +0.0000000000000000e+00 +3.1507123638402645e-11
                     +71 +2.3099884858928747e-15 +5.9428026037835589e-07 +5.9338861460107194e-07 +5.8989428885803473e-07 +5.8568507290292771e-07 +5.7777198128928537e-07 +5.5766929175326551e-07 +5.3402679362705233e-07 +5.1172973981055071e-07 +3.3124396693946000e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.3106027228974143e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.3033092088731221e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2943126375932850e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2767095528796394e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2268262570212645e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1523035080028482e-11 +0.0000000000000000e+00 +3.0288982960270393e-11
