                         isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    isw_bin0                eucz7000_b20000_bin0    isw_bin0               
 lvals                   isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b210000_bin0  
                     +51 +1.0223837266821883e-14 +7.6437029443524414e-07 +8.1493293842163476e-07 +1.3526293764975700e-06 +5.5419806286601022e-06 +1.4910336705637126e-05 +4.7419378432007161e-05 +2.5512495469949087e-04 +9.6856217746547088e-04 +8.0573622128078381e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.3467326336764671e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0951066421494131e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2525883256239289e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.6994404299670746e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.5931446386533641e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5270625622769087e-09 +0.0000000000000000e+00 +2.9736146192697541e-09
                     +52 +9.3938174180678688e-15 +7.5476692835083517e-07 +8.0479655138560962e-07 +1.3369846533265985e-06 +5.4865506635606481e-06 +1.4770136254136538e-05 +4.6992704482619274e-05 +2.5290349463004776e-04 +9.6023196705977826e-04 +7.6649929496382845e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.9410173490565592e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0425236943821027e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1466212920552005e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5267432891465718e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.2869872833293146e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.4567719265877543e-09 +0.0000000000000000e+00 +2.8368939236791263e-09
                     +53 +8.6437544371616178e-15 +7.4524432179356010e-07 +7.9473738584429997e-07 +1.3213932937639702e-06 +5.4308469745427847e-06 +1.4628646309507836e-05 +4.6560825137215914e-05 +2.5065000724847135e-04 +9.5177410086906133e-04 +7.2967083607824474e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.5601658553812222e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.9312833067702140e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0469583090721293e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.3642457820660139e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.9988207280537821e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3902545566017089e-09 +0.0000000000000000e+00 +2.7075420295955931e-09
                     +54 +7.9628310373572638e-15 +7.3581219748433259e-07 +7.8476803981877570e-07 +1.3058759804500411e-06 +5.3749489915832943e-06 +1.4486139832310060e-05 +4.6124673059563548e-05 +2.4836944774022995e-04 +9.4320796365142845e-04 +6.9498868117508914e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.2014644655379591e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.4656633496215698e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9528769501104286e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2107652190457674e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.7265417569164445e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3273871370528481e-09 +0.0000000000000000e+00 +2.5849738265509591e-09
                     +55 +7.3418785626426378e-15 +7.2647994114780876e-07 +7.7490093923136970e-07 +1.2904597530085273e-06 +5.3189516298335473e-06 +1.4342883053184462e-05 +4.5685087380493344e-05 +2.4606649470797763e-04 +9.3455151113280778e-04 +6.6231154436990038e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.8634573142626484e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.0265341493354384e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8640208971881169e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0657302500063335e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.4691489556427647e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.2679453930939716e-09 +0.0000000000000000e+00 +2.4696690983320250e-09
                     +56 +6.7954348598928971e-15 +7.1725493390595869e-07 +7.6514207156895640e-07 +1.2751533883388185e-06 +5.2629422147035694e-06 +1.4199101943065000e-05 +4.5242850101300516e-05 +2.4374552942359911e-04 +9.2582136257104552e-04 +6.3154969438258036e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.5452335870792109e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.6128633763598596e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7802329106496084e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9289161269166354e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.2262825594506901e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.2119404245979675e-09 +0.0000000000000000e+00 +2.3607211246275876e-09
                     +57 +6.2822729966311368e-15 +7.0814233136563191e-07 +7.5549714897679716e-07 +1.2599751516384951e-06 +5.2069875251821026e-06 +1.4055035878553114e-05 +4.4798696511957451e-05 +2.4141047999923389e-04 +9.1703265656712849e-04 +6.0259811463696263e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.2457139498446972e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.2233091811203442e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7012621320123222e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7999261493876811e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.9967253291770714e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.1590034366382700e-09 +0.0000000000000000e+00 +2.2577318682613148e-09
                     +58 +5.8154325119381692e-15 +6.9914410691963301e-07 +7.4596894157900740e-07 +1.2449304973455294e-06 +5.1511694024516292e-06 +1.3910901650077596e-05 +4.4353466698401774e-05 +2.3906611494091631e-04 +9.0820351664297157e-04 +5.7531228230475232e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.9633936626452741e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.8558312190250500e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6266664802935157e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6779512399899637e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7805129679562754e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.1089274738239281e-09 +0.0000000000000000e+00 +2.1602999815200060e-09
                     +59 +5.3887175785677703e-15 +6.9027549775510630e-07 +7.3657383776980348e-07 +1.2300451461292095e-06 +5.0955518560544657e-06 +1.3766880778922893e-05 +4.3907699176009913e-05 +2.3671539148369751e-04 +8.9934577135997889e-04 +5.4950107827087036e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.6962811762387164e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.5077147180088259e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5558530459209312e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5628285570847856e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5758929591983625e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0615086165539096e-09 +0.0000000000000000e+00 +2.0680649721131297e-09
                     +60 +4.9981526738993896e-15 +6.8153275298590947e-07 +7.2730811681350729e-07 +1.2153223660796502e-06 +5.0402032217391271e-06 +1.3623184535155914e-05 +4.3462024339710597e-05 +2.3436187539779878e-04 +8.9047258864562672e-04 +5.2503300560768690e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.4430168607598236e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.1771981029064039e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.4884670290224540e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4535339378373716e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.3815569402393465e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0165625947445273e-09 +0.0000000000000000e+00 +1.9805740959455147e-09
                     +61 +4.6404619756512529e-15 +6.7292011858454016e-07 +7.1817657311140654e-07 +1.2007703875754037e-06 +4.9851860119891273e-06 +1.3479946582223031e-05 +4.3017070693526653e-05 +2.3200904072475319e-04 +8.8159762460480432e-04 +5.0259417620329666e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.2106762546757861e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.8662991043215069e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.4262666394173941e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3499391026314924e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.1972840290596869e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.7393188083442740e-10 +0.0000000000000000e+00 +1.8976043440485251e-09
                     +62 +4.3125175891963169e-15 +6.6444004351500126e-07 +7.0918201618841942e-07 +1.1863935048920539e-06 +4.9305067971461501e-06 +1.3337350063663019e-05 +4.2573312765036493e-05 +2.2965955602813725e-04 +8.7273129786132324e-04 +4.8099366042240685e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.9870436915113406e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.5810074770968023e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3665290968587739e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2520645332951407e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0231354061678746e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.3363480247860792e-10 +0.0000000000000000e+00 +1.8191702389149746e-09
                     +63 +4.0113958817854151e-15 +6.5604115534457591e-07 +7.0032302314875018e-07 +1.1721973448595310e-06 +4.8762507954614827e-06 +1.3195498336218514e-05 +4.2131234436557136e-05 +2.2731633787875756e-04 +8.6388448051982216e-04 +4.6061527543087282e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7760450116804190e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.3050753280256359e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3100765622893261e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1595378491477798e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8584604228646861e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.9552281440154047e-10 +0.0000000000000000e+00 +1.7449841012599939e-09
                     +64 +3.7350389923962236e-15 +6.4787874384912453e-07 +6.9160680323266585e-07 +1.1581943872583303e-06 +4.8224653316325961e-06 +1.3054554038673550e-05 +4.1691324508124600e-05 +2.2498207168776614e-04 +8.5506791148842320e-04 +4.4130072494007839e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5760366996275720e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.0433017516686681e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.2564479760740207e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0715952272079625e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7018897294758465e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.5927732362794986e-10 +0.0000000000000000e+00 +1.6744245747618920e-09
                     +65 +3.4807895334087532e-15 +6.3981205808957967e-07 +6.8304177460863731e-07 +1.1443994808327874e-06 +4.7691991153375319e-06 +1.2914716897258981e-05 +4.1254026809152915e-05 +2.2265884637430379e-04 +8.4628958354793704e-04 +4.2298675196370166e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.3863731385988349e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.7949237092552053e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.2055148467727955e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9880429415818889e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5530991312000765e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.2482677000546396e-10 +0.0000000000000000e+00 +1.6073548648145580e-09
                     +66 +3.2468022210566116e-15 +6.3187417971071112e-07 +6.7461106483066295e-07 +1.1307917665371773e-06 +4.7164570755320188e-06 +1.2775959207284446e-05 +4.0819688046484530e-05 +2.2034924978520448e-04 +8.3755948402644716e-04 +4.0561843839011859e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.2064847770663091e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.5591883155523979e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.1571204042157239e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9086223700413295e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4116263016925399e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.9206380966461711e-10 +0.0000000000000000e+00 +1.5435657754902226e-09
                     +67 +3.0239191981639241e-15 +6.2408139454709905e-07 +6.6633142295675975e-07 +1.1173931262828215e-06 +4.6642275781205278e-06 +1.2638350323412010e-05 +4.0388513100466588e-05 +2.1805435267817027e-04 +8.2888194183580342e-04 +3.8915056816815919e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0359081654341297e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.3355305192069724e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.1111629869308494e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8331754056935392e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2772002432189190e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.6092747557950609e-10 +0.0000000000000000e+00 +1.4827836323115889e-09
                     +68 +2.8254223364505981e-15 +6.1642472908966814e-07 +6.5819436995782265e-07 +1.1042007480976143e-06 +4.6126305367257280e-06 +1.2502148789704785e-05 +3.9961116663698700e-05 +2.1577748505902992e-04 +8.2026966763645186e-04 +3.7352893419039212e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8740846967573297e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.1232428904380060e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0675057084574346e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7614824827244768e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1494360312585625e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.3132966768608174e-10 +0.0000000000000000e+00 +1.4251177526826082e-09
                     +69 +2.6421088529148604e-15 +6.0890817019885887e-07 +6.5020390640437609e-07 +1.0912186571732054e-06 +4.5616438540474488e-06 +1.2367335141638881e-05 +3.9537563366721835e-05 +2.1351916999054319e-04 +8.1172486776810574e-04 +3.5871369736949473e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7206025718228156e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.9217929549736311e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0260416880088360e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6933696786481776e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0280256599268599e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.0307761780404016e-10 +0.0000000000000000e+00 +1.3702982547607896e-09
                     +70 +2.4723820511482227e-15 +6.0152580682737871e-07 +6.4235389385847193e-07 +1.0784400404045649e-06 +4.5112736480955060e-06 +1.2233948861732390e-05 +3.9118071725479845e-05 +2.1128068781701536e-04 +8.0325250715850807e-04 +3.4464006400047526e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5747904337853873e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7302985778111029e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.8658903290365009e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6285380018068249e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9124359396131743e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.7627439360972644e-10 +0.0000000000000000e+00 +1.3181001737063854e-09
                     +71 +2.3151697683475168e-15 +5.9428026037835049e-07 +6.3464771516329303e-07 +1.0658733841138472e-06 +4.4615498482432907e-06 +1.2102084015783297e-05 +3.8702949690994658e-05 +2.0906383162236966e-04 +7.9485968584544096e-04 +3.3124396693944818e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4359879786094848e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5479227615445137e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.4898551301446355e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5667270590894792e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8022101512395091e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.5075747838912364e-10 +0.0000000000000000e+00 +1.2684040846769779e-09
